City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
316,Bubaque,GW,11.2833,-15.8333,75.2,71,35,10.18,scattered clouds
317,Nouadhibou,MR,20.931,-17.0347,67.98,77,0,5.66,clear sky
318,Lompoc,US,34.6391,-120.4579,67.69,78,100,3.13,overcast clouds
319,San Patricio,US,28.017,-97.5169,88.16,43,0,6.27,clear sky
320,Ilo,PE,-17.6394,-71.3375,71.87,70,8,4.34,clear sky
321,Svetlogorsk,BY,52.6333,29.7333,28.9,85,100,3.0,overcast clouds
322,Amapa,BR,1.0,-52.0,77.52,97,100,1.11,moderate rain
323,Bluefields,NI,12.0137,-83.7635,87.87,70,75,3.09,broken clouds
324,Saldanha,ZA,-33.0117,17.9442,59.05,80,0,1.72,clear sky
325,Kudahuvadhoo,MV,2.6708,72.8944,82.8,63,8,0.42,clear sky
326,Ahipara,NZ,-35.1667,173.1667,64.74,86,3,1.0,clear sky
327,Cockburn Town,TC,21.4612,-71.1419,82.36,69,40,7.72,scattered clouds
328,Santa Ana,US,33.7456,-117.8678,68.94,69,75,2.57,broken clouds
329,Wageningen,NL,51.9667,5.6667,40.03,84,36,2.82,scattered clouds
330,Wajir,KE,1.7471,40.0573,89.08,35,100,2.98,overcast clouds
331,Wanning,CN,18.8003,110.3967,66.58,77,100,5.25,overcast clouds
332,Kholm,RU,59.2667,32.85,22.28,98,49,1.27,scattered clouds
333,Lloydminster,CA,53.2835,-110.0016,48.42,37,20,5.14,few clouds
334,Kaeo,NZ,-35.1,173.7833,66.33,92,18,0.46,few clouds
335,Pangoa,PE,-12.1167,-73.0,84.15,51,35,2.55,scattered clouds
336,Burgersdorp,ZA,-30.9977,26.3286,57.58,91,0,4.08,light rain
337,Buala,SB,-8.145,159.5921,78.28,83,100,2.01,overcast clouds
338,Byron Bay,AU,-28.65,153.6167,64.71,92,95,3.29,light rain
339,Bhitarwar,IN,25.8,78.1167,84.83,7,0,2.76,clear sky
340,Mpongwe,ZM,-13.5091,28.155,64.56,95,37,1.56,scattered clouds
341,Enterprise,US,36.0252,-115.2419,78.33,22,75,5.66,broken clouds
342,Surt,LY,31.2089,16.5887,62.82,77,0,7.06,clear sky
343,Negombo,LK,7.2083,79.8358,78.85,94,20,1.54,few clouds
344,Luderitz,NA,-26.6481,15.1594,60.57,87,0,2.6,clear sky
345,Mount Isa,AU,-20.7333,139.5,74.97,25,100,2.06,light rain
346,Cabedelo,BR,-6.9811,-34.8339,75.87,76,61,5.81,broken clouds
347,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.89,82,14,4.97,few clouds
348,Comarapa,BO,-17.9,-64.4833,66.96,59,56,3.78,broken clouds
349,Astana,KZ,51.1801,71.446,37.35,87,0,3.0,clear sky
350,Harnosand,SE,62.6323,17.9379,32.02,88,100,2.07,overcast clouds
351,Les Cayes,HT,18.2,-73.75,82.44,66,37,5.09,scattered clouds
352,Bud,US,39.447,-86.1758,59.76,42,4,4.94,clear sky
353,Bonthe,SL,7.5264,-12.505,78.82,78,11,4.28,few clouds
354,Maniitsoq,GL,65.4167,-52.9,34.18,87,3,2.49,clear sky
355,Togur,RU,58.3631,82.8265,17.64,93,100,2.99,overcast clouds
356,Dabhol,IN,17.6,73.1667,75.78,81,17,2.4,few clouds
357,Vuktyl,RU,63.8567,57.3094,23.72,90,100,6.67,snow
358,Karmala,IN,18.4167,75.2,91.74,19,100,3.52,overcast clouds
359,Fairbanks,US,64.8378,-147.7164,22.01,63,40,1.54,scattered clouds
360,Pembroke,CA,45.8168,-77.1162,44.67,59,100,3.13,overcast clouds
361,The Valley,AI,18.217,-63.0578,84.06,61,20,6.69,few clouds
362,Policoro,IT,40.2115,16.6726,50.99,62,100,2.17,overcast clouds
363,Rio Grande,BR,-32.035,-52.0986,66.31,87,100,6.06,moderate rain
364,Suhbaatar,MN,50.2314,106.2078,28.44,70,69,0.91,broken clouds
365,Ipixuna,BR,-1.7625,-48.8043,79.66,94,94,1.36,light rain
366,Hambantota,LK,6.1241,81.1185,78.1,83,14,0.81,few clouds
367,Abu Samrah,SY,35.3029,37.1841,60.67,44,98,3.65,overcast clouds
368,Saint-Paul,RE,-21.0096,55.2707,75.31,81,100,1.92,light rain
369,Ossora,RU,59.2353,163.0719,11.89,84,39,2.66,scattered clouds
370,Nelson Bay,AU,-32.7167,152.15,63.0,91,98,2.59,overcast clouds
371,Pundaguitan,PH,6.3711,126.1689,80.8,77,100,3.08,overcast clouds
372,Beringovskiy,RU,63.05,179.3167,-4.9,86,49,6.82,scattered clouds
373,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.66,81,21,4.43,few clouds
374,Liku,ID,-0.7275,119.8922,75.11,92,100,0.8,overcast clouds
375,Hamilton,US,39.1834,-84.5333,57.94,49,40,2.06,scattered clouds
376,Andenes,NO,69.3143,16.1194,28.38,59,1,10.8,clear sky
377,Palauig,PH,15.435,119.9045,77.88,73,97,2.79,overcast clouds
378,Coihaique,CL,-45.5752,-72.0662,53.55,58,75,3.6,light intensity shower rain
379,Troitskoye,RU,52.9821,84.6757,34.97,99,100,1.66,light snow
380,Ryazanovskiy,RU,55.55,39.4333,27.05,93,100,3.08,overcast clouds
381,Konstanz,DE,47.6603,9.1758,35.56,89,92,1.98,overcast clouds
382,Russkiy,RU,43.0147,131.8642,35.46,94,7,4.47,clear sky
383,Trincomalee,LK,8.5711,81.2335,80.64,78,5,2.42,clear sky
384,Lavrentiya,RU,65.5833,-171.0,-8.03,89,22,4.99,few clouds
385,Rudnogorsk,RU,57.2639,103.7519,9.68,98,98,1.01,overcast clouds
386,Tiszadob,HU,48.0167,21.1667,33.49,63,95,1.24,overcast clouds
387,Ambilobe,MG,-13.2,49.05,73.2,97,99,0.99,light rain
388,Ferme-Neuve,CA,46.7001,-75.4493,37.06,88,100,2.32,overcast clouds
389,Kavaratti,IN,10.5669,72.642,82.31,72,71,3.13,broken clouds
390,Callaway,US,30.153,-85.5699,80.91,39,0,3.13,clear sky
391,Ariquemes,BR,-9.9133,-63.0408,82.76,76,72,0.38,broken clouds
392,Aklavik,CA,68.2191,-135.0107,-9.4,59,40,4.12,scattered clouds
393,Atherton,GB,53.5237,-2.4935,46.29,74,100,0.89,overcast clouds
394,Qandala,SO,11.472,49.8728,85.14,41,36,4.2,scattered clouds
395,Betioky,MG,-23.7167,44.3833,72.03,62,0,2.2,clear sky
396,Huron,US,41.1501,-82.5499,42.98,80,100,4.82,overcast clouds
397,Muli,MV,2.9167,73.5667,82.74,63,4,0.77,clear sky
398,Atar,MR,20.5169,-13.0499,77.85,16,0,4.41,clear sky
399,Victoria,HK,22.2855,114.1577,65.25,62,0,5.36,clear sky
400,Ballina,AU,-28.8667,153.5667,64.78,96,100,3.09,light rain
401,Soure,BR,-0.7167,-48.5233,81.19,81,25,4.53,heavy intensity rain
402,Coahuayana,MX,18.7333,-103.6833,86.43,46,85,3.71,overcast clouds
403,Mizque,BO,-17.941,-65.3402,77.02,47,47,5.26,scattered clouds
404,Brekstad,NO,63.687,9.6654,33.57,93,40,2.57,scattered clouds
405,Sabha,LY,27.0377,14.4283,81.61,8,0,4.01,clear sky
406,Ust-Shonosha,RU,61.1531,41.343,17.6,95,65,2.26,broken clouds
407,Baruun-Urt,MN,46.6806,113.2792,37.83,62,97,6.25,overcast clouds
408,Oxford,GB,51.7522,-1.256,42.96,59,0,4.12,clear sky
409,Kedrovyy,RU,56.1667,91.8167,21.61,96,100,1.4,overcast clouds
410,Fatsa,TR,41.0278,37.5014,57.0,81,100,2.43,overcast clouds
411,Tabuk,PH,17.4189,121.4443,71.85,96,100,1.96,overcast clouds
412,Bandarbeyla,SO,9.4942,50.8122,79.29,75,94,1.99,overcast clouds
413,Goure,NE,13.9835,10.2704,81.54,7,13,1.81,few clouds
414,Fort Nelson,CA,58.8053,-122.7002,26.19,63,75,1.54,broken clouds
415,Karsava,LV,56.7841,27.6883,28.8,74,58,2.85,broken clouds
416,Vilyuysk,RU,63.7553,121.6247,-2.16,100,100,1.84,overcast clouds
417,Janauba,BR,-15.8025,-43.3089,89.87,28,1,5.69,clear sky
418,Isangel,VU,-19.55,169.2667,80.24,84,100,3.75,overcast clouds
419,Kathmandu,NP,27.7167,85.3167,66.42,77,75,1.54,broken clouds
420,Owando,CG,-0.4819,15.8999,75.4,80,66,1.26,broken clouds
421,Igarka,RU,67.4667,86.5833,-8.23,100,100,1.18,overcast clouds
422,Tuburan,PH,6.6439,122.2736,80.37,79,89,1.97,light rain
423,Nishihara,JP,26.1842,127.7558,63.68,80,40,6.17,scattered clouds
424,Cortes,ES,41.9395,-1.4396,44.65,60,0,10.83,clear sky
425,Touros,BR,-5.1989,-35.4608,79.02,85,99,5.23,overcast clouds
426,Puerto Suarez,BO,-18.95,-57.8,90.16,58,20,5.14,few clouds
427,Georgiyevka,KZ,43.0369,74.7114,48.24,81,0,2.0,clear sky
428,Sisimiut,GL,66.9395,-53.6735,34.07,89,14,1.88,few clouds
429,Chitral,PK,35.8462,71.7858,53.38,44,0,2.6,clear sky
430,Leningradskiy,RU,69.3833,178.4167,-17.82,100,95,1.12,overcast clouds
431,Sur,OM,22.5667,59.5289,82.44,46,9,4.06,clear sky
432,Launceston,AU,-41.45,147.1667,56.16,92,40,4.12,scattered clouds
433,Evensk,RU,61.95,159.2333,5.05,86,35,2.35,scattered clouds
434,Farafangana,MG,-22.8167,47.8333,74.28,87,17,1.95,few clouds
435,Northam,GB,51.0333,-4.2167,44.62,71,53,4.08,broken clouds
436,Sioux Lookout,CA,50.1001,-91.917,37.47,60,100,1.54,overcast clouds
437,Otofuke,JP,42.9917,143.2003,33.15,66,0,1.65,clear sky
438,Georgetown,MY,5.4112,100.3354,78.73,93,20,1.03,few clouds
439,Port Hardy,CA,50.6996,-127.4199,42.98,87,100,1.54,light intensity shower rain
440,Odweyne,SO,9.4092,45.064,75.45,34,7,4.26,clear sky
441,Ghanzi,BW,-21.5667,21.7833,65.93,88,100,5.46,moderate rain
442,Knyaze-Volkonskoye,RU,48.4642,135.4567,46.74,69,6,6.95,clear sky
443,Acapulco,MX,16.8634,-99.8901,84.76,53,4,4.71,clear sky
444,Nantucket,US,41.2835,-70.0995,48.31,74,100,4.63,overcast clouds
445,Amahai,ID,-3.3333,128.9167,78.1,82,100,0.68,overcast clouds
446,Nur,PL,52.6683,22.3221,23.95,86,21,2.36,few clouds
447,Coruripe,BR,-10.1256,-36.1756,79.95,78,70,4.53,broken clouds
448,Tutoia,BR,-2.7619,-42.2744,80.38,86,54,3.34,broken clouds
449,Allapalli,IN,19.4167,80.0667,85.96,26,25,1.48,scattered clouds
450,Moose Factory,CA,51.2585,-80.6094,30.2,43,100,4.63,overcast clouds
451,San Juan,AR,-31.5375,-68.5364,71.83,30,0,9.53,clear sky
452,Prince George,CA,53.9166,-122.753,42.3,87,75,10.8,broken clouds
453,Adrar,MR,20.5022,-10.0711,82.63,11,0,4.94,clear sky
454,Gweta,BW,-20.1833,25.2333,78.22,44,78,4.7,broken clouds
455,Kamogawa,JP,35.1,140.1,48.16,90,100,6.46,light rain
456,Cortez,US,37.3489,-108.5859,64.04,31,0,0.0,clear sky
457,Yinchuan,CN,38.4681,106.2731,51.62,14,64,1.78,broken clouds
458,Samfya,ZM,-11.3649,29.5565,67.23,86,33,0.42,scattered clouds
459,Pasni,PK,25.2631,63.471,77.2,70,6,2.32,clear sky
460,Williams Lake,CA,52.1415,-122.1445,51.06,41,75,8.75,broken clouds
461,Nurota,UZ,40.5614,65.6886,63.59,32,3,3.14,clear sky
462,Visnes,NO,59.3556,5.2242,41.22,93,75,8.75,light rain
463,Iralaya,HN,15.0,-83.2333,83.44,65,8,4.27,clear sky
464,Libreville,GA,0.3925,9.4537,79.47,83,54,2.53,broken clouds
465,Talara,PE,-4.5772,-81.2719,86.76,48,0,7.2,clear sky
466,Tianpeng,CN,30.9866,103.9393,54.07,90,100,2.31,overcast clouds
467,Duartina,BR,-22.4144,-49.4039,90.75,64,24,0.53,few clouds
468,Shishou,CN,29.7226,112.419,58.1,69,100,2.76,overcast clouds
469,Vila,PT,42.0304,-8.1588,40.08,68,22,2.28,few clouds
470,Salalah,OM,17.0151,54.0924,80.69,83,0,0.0,clear sky
471,Tamworth,GB,52.634,-1.6959,46.72,64,100,2.68,overcast clouds
472,Bukan,IR,36.521,46.2089,59.52,37,99,2.91,overcast clouds
473,Koygorodok,RU,60.445,50.9968,27.09,97,100,3.29,light snow
474,Stephenville Crossing,CA,48.5,-58.4318,35.22,86,75,8.23,broken clouds
475,Floresti,MD,47.8933,28.3014,34.72,77,90,6.35,overcast clouds
476,Cardston,CA,49.2,-113.3019,43.09,38,100,5.66,overcast clouds
477,Kibaya,TZ,-5.3,36.5667,60.08,86,95,1.82,overcast clouds
478,Jalu,LY,29.0331,21.5482,78.8,13,9,4.98,clear sky
479,Terney,RU,45.0503,136.6092,37.67,68,0,2.42,clear sky
480,Nogales,MX,31.3086,-110.9422,77.72,12,0,7.2,clear sky
481,Pangkalanbuun,ID,-2.6833,111.6167,73.65,98,34,0.48,light rain
482,Kitimat,CA,54.0524,-128.6534,42.91,53,87,0.89,overcast clouds
483,Maba,CN,24.6841,113.5984,53.28,78,0,0.92,clear sky
484,Fonte Boa,BR,-2.4959,-66.2662,79.05,89,95,1.31,overcast clouds
485,Pimentel,PE,-6.8367,-79.9342,82.69,47,0,7.72,clear sky
486,Kamina,CD,-8.7386,24.9906,66.72,92,98,0.63,light rain
487,Necochea,AR,-38.5473,-58.7368,55.35,66,100,10.9,overcast clouds
488,Batsfjord,NO,70.6345,29.7185,28.33,93,100,6.69,overcast clouds
489,Suluq,LY,31.6682,20.2521,76.24,17,0,2.89,clear sky
490,Nemuro,JP,43.3236,145.575,35.28,82,0,6.58,clear sky
491,Shingu,JP,33.7333,135.9833,49.66,88,97,2.68,overcast clouds
492,Saint-Augustin,CA,51.226,-58.6502,36.39,91,74,6.79,broken clouds
493,Benjamin Constant,BR,-4.3831,-70.0311,77.13,78,75,0.0,broken clouds
494,Jieshi,CN,22.8134,115.8257,60.94,60,0,7.29,clear sky
495,San Luis,AR,-33.295,-66.3356,64.78,27,1,8.28,clear sky
496,Shemgang,BT,27.2169,90.6579,54.88,94,99,0.75,overcast clouds
497,Nome,US,64.5011,-165.4064,13.15,52,0,1.54,clear sky
498,Kieta,PG,-6.2167,155.6333,79.11,83,99,0.47,overcast clouds
499,Quelimane,MZ,-17.8786,36.8883,80.55,83,0,3.13,clear sky
500,Camacha,PT,33.0833,-16.3333,58.42,67,75,11.32,broken clouds
501,Wadi Musa,JO,30.3222,35.4793,66.9,17,94,1.94,overcast clouds
502,Volchikha,RU,52.0333,80.3833,34.57,88,96,2.92,overcast clouds
503,Namibe,AO,-15.1961,12.1522,70.88,80,100,3.93,overcast clouds
504,Hoquiam,US,46.9809,-123.8893,51.78,90,100,12.35,moderate rain
505,Klaksvik,FO,62.2266,-6.589,45.52,98,100,7.69,overcast clouds
506,Namalenga,TZ,-10.95,39.1,71.89,96,96,1.56,overcast clouds
507,Yining,CN,29.0361,114.5636,52.68,82,97,0.43,overcast clouds
508,Vangaindrano,MG,-23.35,47.6,72.97,89,27,1.25,scattered clouds
509,Bilma,NE,18.6853,12.9164,87.26,5,3,2.59,clear sky
510,Jingdezhen,CN,29.2947,117.2079,50.49,80,48,1.51,scattered clouds
511,Santo Antonio Do Ica,BR,-3.1022,-67.9397,82.06,73,84,1.34,broken clouds
512,Korem,ET,12.5058,39.5228,58.39,48,1,1.98,clear sky
513,Kalmunai,LK,7.4167,81.8167,78.73,81,2,1.73,clear sky
514,Anloga,GH,5.7947,0.8973,83.07,84,95,7.82,light rain
515,Lander,US,42.833,-108.7307,49.98,22,0,2.06,clear sky
516,Champerico,GT,14.3,-91.9167,95.54,60,2,6.22,clear sky
517,Sasd,HU,46.2552,18.1078,34.54,80,100,1.6,overcast clouds
518,Chuy,UY,-33.6971,-53.4616,71.62,68,92,4.78,moderate rain
519,Emerald,AU,-23.5333,148.1667,71.74,78,100,5.14,overcast clouds
520,Ellisras,ZA,-23.6649,27.7443,69.94,73,100,1.73,light rain
521,Mecca,SA,21.4267,39.8261,83.8,30,89,2.38,overcast clouds
522,Dubti,ET,11.7361,41.0853,89.22,22,8,4.21,clear sky
523,Almaznyy,RU,48.0448,40.045,47.19,81,100,9.52,overcast clouds
524,Langenburg,DE,49.2544,9.8458,31.1,69,20,2.06,few clouds
525,Dicabisagan,PH,17.0818,122.4157,75.43,89,99,2.46,overcast clouds
526,Hauterive,FR,46.0901,3.4459,38.16,94,87,1.32,overcast clouds
527,Kruisfontein,ZA,-34.0033,24.7314,61.88,84,89,0.74,overcast clouds
528,Butembo,CD,0.15,29.2833,58.66,95,16,0.9,light rain
529,Gedo,ET,9.0167,37.45,59.52,49,100,2.02,overcast clouds
530,Chapais,CA,49.7834,-74.8492,38.98,85,100,2.68,overcast clouds
531,Pangnirtung,CA,66.1451,-65.7125,23.0,86,100,1.54,overcast clouds
532,Sohag,EG,26.557,31.6948,84.49,9,100,4.3,overcast clouds
533,Llanes,ES,43.4198,-4.7549,43.32,74,64,5.79,broken clouds
534,Povenets,RU,62.8487,34.8262,13.82,100,94,1.52,overcast clouds
535,Beisfjord,NO,68.3751,17.5988,24.85,84,82,4.39,broken clouds
536,Am Timan,TD,11.0297,20.2827,94.69,13,58,0.48,broken clouds
537,Tucupita,VE,9.0622,-62.051,83.7,57,97,3.28,overcast clouds
538,Aswan,EG,24.0934,32.907,94.3,18,0,5.66,clear sky
539,Amazar,RU,53.858,120.875,15.51,65,30,2.83,scattered clouds
540,Nizhniy Odes,RU,63.6445,54.856,22.6,93,100,5.56,light snow
541,Faya,SA,18.3851,42.4509,66.31,26,85,1.64,overcast clouds
542,Pawai,IN,24.2667,80.1667,83.93,10,0,1.39,clear sky
543,Deputatskiy,RU,69.3,139.9,-19.62,99,79,1.09,broken clouds
544,Mongo,TD,12.1844,18.693,91.78,9,100,1.96,overcast clouds
545,Port-Cartier,CA,50.0334,-66.8654,43.02,92,62,3.87,broken clouds
546,Hilton Head Island,US,32.2163,-80.7526,78.01,35,0,6.17,clear sky
547,Longonjo,AO,-12.9067,15.2533,64.58,96,100,1.32,overcast clouds
548,Portland,US,45.5234,-122.6762,55.63,67,100,4.47,overcast clouds
549,Chaman,PK,30.9236,66.4512,65.68,10,0,1.68,clear sky
550,Jinan,CN,36.6683,116.9972,53.17,57,2,3.91,clear sky
551,Morondava,MG,-20.2833,44.2833,81.57,68,29,4.15,scattered clouds
552,Healdsburg,US,38.6105,-122.8692,83.1,31,0,3.58,clear sky
553,Benghazi,LY,32.1167,20.0667,66.2,58,0,7.05,clear sky
554,Weligama,LK,5.9667,80.4167,77.56,85,43,0.6,scattered clouds
555,Lichinga,MZ,-13.3128,35.2406,66.29,94,0,2.68,clear sky
556,Margate,GB,51.3813,1.3862,42.69,64,57,1.34,broken clouds
557,Bardstown,US,37.8092,-85.4669,61.95,39,0,4.12,clear sky
558,Liverpool,GB,53.4106,-2.9779,46.35,70,20,4.12,few clouds
559,Uniara,IN,26.15,75.2167,83.64,10,0,4.59,clear sky
560,Spanish Town,JM,17.9911,-76.9574,87.71,66,20,8.23,few clouds
561,Ahvaz,IR,31.3203,48.6693,73.35,33,0,1.03,clear sky
562,Goderich,CA,43.7501,-81.7165,38.91,81,61,6.17,broken clouds
563,French Harbor,HN,16.35,-86.4333,85.06,81,20,2.57,few clouds
564,Honningsvag,NO,70.9821,25.9704,26.35,80,75,7.2,broken clouds
565,Carroll,US,39.5501,-77.0164,54.09,53,100,5.14,overcast clouds
566,Sabang,ID,5.8933,95.3214,80.2,78,100,4.83,overcast clouds
567,Beira,MZ,-19.8436,34.8389,80.69,78,20,4.63,few clouds
568,Galle,LK,6.0367,80.217,79.18,81,61,0.71,broken clouds
569,Grande-Synthe,FR,51.0154,2.2998,42.98,53,17,0.89,few clouds
570,Andros Town,BS,24.7,-77.7667,85.96,72,91,3.18,overcast clouds
571,Howard Springs,AU,-12.497,131.047,80.51,98,25,1.61,scattered clouds
572,Ulladulla,AU,-35.35,150.4667,61.7,60,100,4.24,overcast clouds
573,Gamba,GA,-2.65,10.0,77.54,94,100,1.74,overcast clouds
574,Agde,FR,43.3108,3.4758,44.46,58,0,5.66,clear sky
575,Mirnyy,RU,62.5353,113.9611,5.23,84,96,3.13,overcast clouds
576,Hirara,JP,24.8,125.2833,68.92,69,94,11.23,overcast clouds
577,Akdepe,TM,42.0551,59.3788,64.49,16,0,5.42,clear sky
578,Areosa,PT,41.7178,-8.8571,49.17,56,52,6.53,broken clouds
579,Zyryanka,RU,65.75,150.85,-21.71,100,67,0.83,broken clouds
580,Poya,NC,-21.35,165.15,79.38,89,100,2.34,overcast clouds
581,Ayame,CI,5.6083,-3.1563,79.21,86,91,2.98,overcast clouds
582,Bellingham,US,48.7595,-122.4882,54.37,66,100,12.86,overcast clouds
583,Severobaykalsk,RU,55.65,109.3167,3.87,86,20,3.12,few clouds
584,Pochutla,MX,15.7432,-96.4661,90.82,34,5,4.08,clear sky
585,Ewa Beach,US,21.3156,-158.0072,80.55,52,0,8.23,clear sky
586,Manokwari,ID,-0.8667,134.0833,78.17,77,100,1.21,overcast clouds
587,Lazaro Cardenas,MX,17.9583,-102.2,80.58,58,60,4.43,broken clouds
588,Coos Bay,US,43.3665,-124.2179,58.98,77,100,3.09,overcast clouds
589,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,23.59,58,0,6.0,clear sky
590,Labuhan,ID,-6.8844,112.2051,75.49,90,100,4.16,overcast clouds
591,Sechura,PE,-5.5569,-80.8222,83.52,55,68,5.94,broken clouds
592,Muzhi,RU,65.3667,64.6667,19.71,95,100,7.87,light snow
593,Krasnoselkup,RU,65.7,82.4667,-1.89,99,97,2.78,overcast clouds
594,Tirumala,IN,13.6833,79.35,67.3,89,19,2.45,few clouds
595,Bhanpuri,IN,21.1,80.9167,84.81,22,6,1.81,clear sky
596,Teguise,ES,29.0605,-13.564,62.82,88,75,7.2,broken clouds
597,Camargo,MX,27.6667,-105.1667,85.51,7,18,2.43,few clouds
598,Chaoyang,CN,41.5703,120.4586,50.61,33,0,5.9,clear sky
599,Urumqi,CN,43.801,87.6005,50.95,40,0,3.0,clear sky
600,Vestmannaeyjar,IS,63.4427,-20.2734,42.98,81,100,8.45,overcast clouds
601,Kommunisticheskiy,RU,61.6789,64.4819,32.02,97,100,5.01,overcast clouds
602,Beloha,MG,-25.1667,45.05,71.8,88,1,4.63,clear sky
603,Viedma,AR,-40.8135,-62.9967,53.94,61,100,7.47,light rain
604,Manica,FR,49.0,-1.1667,30.67,79,6,0.83,clear sky
605,Tateyama,JP,34.9833,139.8667,48.13,87,75,5.14,shower rain
606,Miles City,US,46.4083,-105.8406,52.77,50,40,9.26,scattered clouds
607,Koumac,NC,-20.5667,164.2833,79.92,85,100,1.94,overcast clouds
608,Rorvik,NO,64.8621,11.2373,26.71,80,40,0.51,scattered clouds
609,Aktau,KZ,43.65,51.2,52.38,77,100,4.23,overcast clouds
610,Chernyshevskiy,RU,63.0128,112.4714,7.75,97,100,1.27,overcast clouds
611,Springfield,US,37.2153,-93.2982,69.15,41,0,6.71,clear sky
612,Yajalon,MX,17.2333,-92.3333,88.2,44,95,2.62,overcast clouds
613,Inuvik,CA,68.3499,-133.7218,-13.79,67,75,1.03,light snow
614,Beinamar,TD,8.6698,15.3813,90.32,12,24,1.59,few clouds
615,Sept-Iles,CA,50.2001,-66.3821,43.32,36,20,3.6,few clouds
616,Riyadh,SA,24.6877,46.7219,80.74,12,89,3.54,overcast clouds
617,Kenai,US,60.5544,-151.2583,39.02,59,0,5.14,clear sky
618,Burns Lake,CA,54.2331,-125.7533,36.82,46,99,5.24,overcast clouds
619,Pocao De Pedras,BR,-4.6667,-44.85,81.27,89,100,0.79,overcast clouds
620,Praya,CV,14.9215,-23.5087,73.94,60,20,6.17,few clouds
621,Ngunguru,NZ,-35.6167,174.5,64.29,83,11,0.68,few clouds
622,Sistranda,NO,63.7256,8.834,31.96,83,100,3.78,light snow
623,Trinidad,BO,-14.8333,-64.9,87.78,51,20,3.09,few clouds
624,Capreol,CA,46.706,-80.9225,39.54,65,75,1.03,broken clouds
625,Khonsa,IN,27.0167,95.5667,61.32,98,98,1.43,overcast clouds
626,Apache Junction,US,33.4151,-111.5496,83.23,21,0,3.09,clear sky
627,Rambha,IN,19.5167,85.1,78.46,89,7,7.8,clear sky
628,Guozhen,CN,34.3659,107.359,55.83,58,100,1.49,overcast clouds
629,Rio Claro,BR,-22.4114,-47.5614,77.4,74,84,1.12,broken clouds
630,Paita,PE,-5.0892,-81.1144,77.67,69,44,7.27,scattered clouds
631,Jasper,US,37.2001,-94.3502,72.9,36,40,6.69,scattered clouds
632,Havre,FR,49.5833,0.3333,37.17,75,0,3.09,clear sky
633,Gouyave,GD,12.1646,-61.7296,83.17,65,40,12.86,scattered clouds
634,Tatsuno,JP,34.8667,134.55,45.09,83,0,2.33,clear sky
